CL MIQUEL ROMEU DE	Carrer Miquel Romeu
CL MISTRAL DE	Carrer Mistral
CL MODERN	Carrer Modern
CL MOLINES, DE	Carrer Molines
CL MONT-RAS DE	Carrer Montras
CL MONTSENY DEL	Carrer Montseny
CL MOSSEN JAUME BUSQUETS DE	Carrer Mossèn Jaume Busquets
CL MOSSEN SANTIAGO OLIVERAS	Carrer Mossèn Santiago Oliveras
CL MUSES DE LES	Carrer Muses
CL NARANJOS, DELS	Carrer Naranjos
CL OCCIDENT D'	Carrer Occident
CL ORIENT DE L'	Carrer Orient
CL ORIENTAL	Carrer Oriental
CL PARIS DE	Carrer París
CL PAU SANS DE	Carrer Pau Sans
CL PEDRAFORCA DEL	Carrer Pedraforca
CL PINS DELS	Carrer Pins
CL PINTOR MESTRE I CASTELLVI	Carrer Pintor Mestre Castellví
CL PINTOR SOROLLA DEL	Carrer Pintor Sorolla del
CL PLINI DE	Carrer Plini
CL POMPEU FABRA DE	Carrer Pompeu Fabra de
CL PONSICH DE	Carrer Ponsich
CL PRAT DE LA MANTA DEL	Carrer Prat de la Manta
CL PROGRES DEL	Carrer Progrés
CL PRINCEP DE BERGARA DEL	Carrer Príncep de Bergara
CL PUJOS DE	Carrer Pujós
CL RADI DEL	Carrer Radi del
CL RAFAEL DE CAMPALANS DE	Carrer Rafael Campalans
CL RENCLUSA DE LA	Carrer Renclusa
CL REVERTER DE	Carrer Reverter
CL RODES DE	Carrer Rodés
CL ROSALIA DE CASTRO DE	Carrer Rosalía de Castro
CL SALVADORS DE	Carrer Salvador
CL SALVADOR SEGUI DE	Carrer Salvador Segui
CL SANT ANTONI DE	Carrer Sant Antoni
CL SANT EUGENI DE	Carrer Sant Eugeni
CL SANT JOAN DE	Carrer Sant Joan
CL SANT JOSEP DE	Carrer Sant Josep
CL SANT PIUS X DE	Carrer Sant Pius X
CL SANTA BARBARA DE	Carrer Santa Bàrbara
CL SANTIAGO DE COMPOSTELA DE	Carrer Santiago Compostela
CL SAURI DE	Carrer Sauri
CL SORT DE	Carrer Sort
CL SUBUR DE	Carrer Subur
CL TARRAGONA DE	Carrer Tarragona
CL TEIDE DEL	Carrer Teide
CL TERRA ALTA, DE LA	Carrer Terra Alta, de la
CL TERRE DE	Carrer Terré
CL TORNS DE	Carrer Torns
CL TRANSFORMADOR DEL	Carrer Transformador del
CL TRANSVERSAL	Carrer Transversal
CL TREBALL DEL	Carrer Treball
CL VALLPARDA DE	Carrer Vallparda
CL VILARDOSA DE	Carrer Vilardosa
CL VILUMARA DE	Carrer Vilumara de
CL VINYETA, DE LA	Carrer Vinyeta
CL XIPRERET DEL	Carrer Xipreret
CL ALBENIZ D'	Carrer d'Albéniz
CL ALMERIA D'	Carrer d'Almeria
CL AMADEU TORNER D'	Carrer d'Amadeu Torner
CL AMADEU VIVES D'	Carrer d'Amadeu Vives
CL ANDORRA D'	Carrer d'Andorra
CL ARQUIMEDES D'	Carrer d'Arquímedes
CL EMPECINADO, D'EL	Carrer d'El Empecinado
CL EMPURIES D'	Carrer d'Empúries
CL ENRIC PRAT DE LA RIBA D'	Carrer d'Enric Prat de la Riba
CL ERNEST LLUCH, D'	Carrer d'Ernest Lluch
CL ESMARAGDA DE L'	Carrer d'Esmeralda
CL ESTEVE GRAU D'	Carrer d'Esteve Grau
CL HOLANDA D'	Carrer d'Holanda
CL OVIEDO D'	Carrer d'Oviedo
CL ANGEL GUIMERA D'	Carrer d'Àngel Guimerà
CL COMERC DEL	Carrer d'Àngel Guimerà
CL ORRIUS D'	Carrer d'Òrrius
CL BACARDI DE	Carrer de Bacardí
CL BADALONA DE	Carrer de Badalona
CL BARCELONA DE	Carrer de Barcelona
CL BESA DE	Carrer de Besa
CL CALDERON DE LA BARCA DE	Carrer de Calderón de la Barca
CL CAN PI	Carrer de Can Pi
CL CAN TRIES DE	Carrer de Can Tries
CL CARRASCO I FORMIGUERA DE	Carrer de Carrasco i Formiguera
CL CASTELAO DE	Carrer de Castelao
CL CASTELLBO DE	Carrer de Castellbó
CL CATERINA ALBERT	Carrer de Caterina Albert
CL CERVANTES DE	Carrer de Cervantes
CL CHURRUCA DE	Carrer de Churruca
CL CAMPOAMOR DE	Carrer de Clara Campoamor
CL CLARA CAMPOAMOR DE	Carrer de Clara Campoamor
CL COLLSEROLA DE	Carrer de Collserola
CL COLOM DE	Carrer de Colom
CL COROMINAS DE	Carrer de Corominas
CL COTONAT DE	Carrer de Cotonat
CL COVADONGA DE	Carrer de Covadonga
CL DOLORS ALEU	Carrer de Dolors Aleu
CL FELIP PEDRELL DE	Carrer de Felip Pedrell
CL FAMADAS DE	Carrer de Femades
CL FERRER I GUARDIA DE	Carrer de Ferrer i Guàrdia
CL FINESTRELLES DE	Carrer de Finestrelles
CL FLORIDABLANCA DE	Carrer de Floridablanca
CL FRANCESC LAYRET DE	Carrer de Francesc Layret
CL FRANCESC MORAGAS DE	Carrer de Francesc Moragas
CL FRANCA DE	Carrer de França
CL FREDERIC PRATS DE	Carrer de Frederic Prats
CL GIRONA DE	Carrer de Girona
CL GONCAL PONS DE	Carrer de Gonçal i Pons
CL GRAVINA DE	Carrer de Gravina
CL JACINT VERDAGUER DE	Carrer de Jacint Verdaguer
CL PATRONAT DEL	Carrer de Jansana
CL JANSANA DE	Carrer de Jansana
CL JERUSALEM DE	Carrer de Jerusalem
CL HERRERO D'	Carrer de Jerusalem
CL JOAN N. GARCIA-NIETO DE	Carrer de Joan N. Garcia Nieto
CL JOAN PALLARES DE	Carrer de Joan Pallares
CL JUAN DE JUANES DE	Carrer de Joan de Joanes
CL JOSEP IRLA I BOSCH DE	Carrer de Josep Irla i Bosch
CL JOSEP MARIA DE SEGARRA DE	Carrer de Josep Maria de Sagarra
CL JOSEP PRATS DE	Carrer de Josep Prats
CL JOSE AGUSTIN GOYTISOLO,DE	Carrer de José Agustín Goytisolo
CL JUAN RAMON JIMENEZ DE	Carrer de Juan Ramón Jiménez
CL JUSTA GOICOECHEA, DE	Carrer de Justa Goicoechea
CL LLANCA DE	Carrer de Llançà
CL LLEO DE	Carrer de Lleó
CL LLUNAS DE	Carrer de Llunàs
CL CASTILLEJOS, DE LOS	Carrer de Los Castillejos
CL LUARCA DE	Carrer de Luarca
CL MARCEL.LI ESQUIUS DE	Carrer de Marcel·lí Esquius
CL MARTI I CODOLAR DE	Carrer de Martí i Codolar
CL MENENDEZ PIDAL DE	Carrer de Menéndez Pidal
CL MERCADER DE	Carrer de Mercader
CL MERCAT DEL	Carrer de Mercat
CL MIGUEL HERNANDEZ DE	Carrer de Miguel Hernández
CL MIQUEL PEIRO I VICTORI DE	Carrer de Miquel Peiró i Victori
CL MONTSERRAT ROIG, DE	Carrer de Montserrat Roig
CL MUNS DE	Carrer de Muns
CL NARCIS MONTURIOL, DE	Carrer de Narcís Monturiol
CL NATZARET DE	Carrer de Natzaret
CL NUMANCIA DE	Carrer de Numància
CL PABLO IGLESIAS, DE	Carrer de Pablo Iglesias
CL PARETO DE	Carrer de Pareto
CL PEÑISCOLA, DE	Carrer de Peniscola
CL PERE PELEGRI DE	Carrer de Pere Pelegrí
CL PI I MARGALL DE	Carrer de Pi i Margall
CL PIERA DE	Carrer de Piera
CL PORTUGAL DE	Carrer de Portugal
CL PROVENCA DE	Carrer de Provença
CL PEREZ GALDOS DE	Carrer de Pérez Galdós
CL RAFAEL BARRADAS, DE	Carrer de Rafael Barradas
CL RIUS I CARRIO DE	Carrer de Rius i Carrió
CL ROCA I UMBERT, DE	Carrer de Roca i Umbert
CL ROSSELLO DEL	Carrer de Roselló
CL CONGOST, DEL	Carrer de Roselló
CL ROSICH DE	Carrer de Rosich
CL ROSSEND ARUS DE	Carrer de Rossend Arús
CL SALAMINA DE	Carrer de Salamina
CL SALVADOR ESPRIU DE	Carrer de Salvador Espriu
CL SANFELIU DE	Carrer de Sanfeliu
CL SANT CARLES DE	Carrer de Sant Carles
CL SANT PERE DE	Carrer de Sant Pere
CL SANT RAFAEL DE	Carrer de Sant Rafael
CR SANT ROC DE	Carrer de Sant Roc
CL SANT ROC DE	Carrer de Sant Roc
CL SANTA ANNA DE	Carrer de Santa Anna
CL SANTIAGO RUSIÑOL DE	Carrer de Santa Eulàlia
CL SANTA EULALIA DE	Carrer de Santa Eulàlia
CL ISAAC PERAL D'	Carrer de Santa Eulàlia
CL SANTA ROSA DE	Carrer de Santa Rosa
CL SANTIAGO APOSTOL DE	Carrer de Santiago Apòstol
CL SANTIAGO RAMON Y CAJAL DE	Carrer de Santiago Ramón y Cajal
CL SIMANCAS DE	Carrer de Simancas
CL TECLA SALA DE	Carrer de Tecla Sala
CL TERRA BAIXA DE	Carrer de Terra Baixa
CL TOLEDO DE	Carrer de Toledo
CL VIC DE	Carrer de Vic
CL VIGO DE	Carrer de Vigo
CL VINAROS DE	Carrer de Vinaròs
PJ ZULOAGA, DE	Carrer de Zuloaga
CL AMETLLER DE L'	Carrer de l'Ametller
CL AMISTAT DE L'	Carrer de l'Amistad
CL ANTIGA TRAVESSERA DE L'	Carrer de l'Antiga Travessera
CL APRESTADORA DE L'	Carrer de l'Aprestadora
CL ARQUITECTURA DE L'	Carrer de l'Arquitectura
CL ATLANTIDA DE L'	Carrer de l'Atlàntida
CL AVIACIO DE L'	Carrer de l'Aviació
CL EMIGRANT DE L'	Carrer de l'Emigrant
CL ERMITA DE BELLVITGE DE L'	Carrer de l'Ermita de Bellvitge
CL ESGLESIA DE L'	Carrer de l'Esglesia
CL ESQUADRES DE LES	Carrer de l'Estrella
CL ESTRELLA DE L'	Carrer de l'Estrella
CL ESTRONCI DE L'	Carrer de l'Estronci
CL ONZE DE SETEMBRE DE L'	Carrer de l'Onze de Setembre
CL UVA, DE L'	Carrer de l'Uva
CL ALHAMBRA DE L'	Carrer de la Alhambra
CL CARPA DE LA	Carrer de la Carpa
CL CASA NOVA, DE LA	Carrer de la Casa Nova
CL COOPERATIVA DE LA	Carrer de la Cooperativa
CL CREU ROJA DE LA	Carrer de la Creu Roja
CL CULTURA DE LA	Carrer de la Cultura
CL FEIXA LLARGA DE LA	Carrer de la Feixa Llarga
CL FEIXA LLARGA	Carrer de la Feixa Llarga
CL FLORIDA DE LA	Carrer de la Florida
CL FORTUNA DE LA	Carrer de la Fortuna
CL GLORIA DE LA	Carrer de la Glòria
CL IGUALTAT DE LA	Carrer de la Igualtat
CL INDEPENDENCIA DE LA	Carrer de la Independència
CL MARE DEU DE MONTSERRAT	Carrer de la Mare de Déu de Montserrat
CL MALADETA DE LA	Carrer de la Menta
CL MINA DE LA	Carrer de la Mina
CL MIRALTA DE	Carrer de la Miralta
CL VALETA DE	Carrer de la Miralta
CL MUNTANYA DE LA	Carrer de la Muntanya
CL PRIMAVERA DE LA	Carrer de la Primavera
CL PUBILLA CASES, DE LA	Carrer de la Pubilla Cases
CL REFORMA DE LA	Carrer de la Reforma
CL RESIDENCIA DE LA	Carrer de la Residència
CL RIERA DELS FRARES DE LA	Carrer de la Riera dels Frares
CL ROSA DE ALEJANDRIA	Carrer de la Rosa de Alejandría
CL TALAIA DE LA	Carrer de la Talaia
CL UNIO DE LA	Carrer de la Unió
CL AMAPOLAS, DE LES	Carrer de les Amapolas
CL CIENCIES DE LES	Carrer de les Ciències
CL PLANES, DE LES	Carrer de les Planes
CL ROSELLES DE LES	Carrer de les Roselles
CL ROSES DE LES	Carrer de les Roses
CL BARO DE MALDA DEL	Carrer del Baró de Maldà
CL BRUC DEL	Carrer del Bruc
CL CAVALL BERNAT DEL	Carrer del Cavall Bernat
CL CENTRE DEL	Carrer del Centre
CL CLOTET DEL	Carrer del Clotet
CL CROM DEL	Carrer del Crom
CL GASOMETRE DEL	Carrer del Gasòmetre
CL GENERAL MANSO DEL	Carrer del General Manso
CL MESTRE CANDI DEL	Carrer del Mestre Candi
CL MESTRE CARBO DEL	Carrer del Mestre Carbó
CL MIGDIA DEL	Carrer del Migdia
CL MOLI DEL	Carrer del Molí
CL MONT DEL	Carrer del Mont
CL MOSSEN LLUIS PA/ELLA DE	Carrer del Mossèn Lluís Pañella
CL NIQUEL DEL	Carrer del Níquel
CL PARRAL DEL	Carrer del Parral
CL POETA LLOMBART DEL	Carrer del Poeta Llombart
CL PRAT DEL	Carrer del Prat
CL PRIMER DE MAIG DEL	Carrer del Primer de Maig
CL REI EN JAUME, DEL	Carrer del Rei En Jaume
CL ROSELL DE	Carrer del Rosell
CL RUBIDI DEL	Carrer del Rubidi
CL TEL·LURI, DEL	Carrer del Tel·luri
CL TER DEL	Carrer del Ter
CL CLAVELLS DELS	Carrer dels Clavells
CL JONCS DELS	Carrer dels Joncs
CL MOTORS DELS	Carrer dels Motors
CL ABEDUL, DE L'	Carrer l'Abedul
CR ANTIGA DEL PRAT	Carretera Antiga del Prat
CR FEIXA LLARGA DE LA	Carretera Feixa Llarga de la
CR ESPLUGUES D'	Carretera d'Esplugues
CR COLLBLANC DE	Carretera de Collblanc
CR MIG DEL	Carretera del Mig
CL SANT RAMON DE	Carro Sant Ramon
CL HANNA ARENDT	Hannah Arendt
JR SENIA, DE LA	Jardins Senia, de la
LG SISTEMA FERROVIARIO	Lloc Sistema Ferroviario
CL MILEVA MARIC	Mileva Maric
PQ PARC DELS OCELLETS	Parròquia/Parc Parc Dels Ocellets
PQ PARC DE LA SERP	Parròquia/Parc Parc de la Serp
PQ REMUNTA DE LA	Parròquia/Parc Remunta de la
PJ AMAT D'	Passatge Amat
PJ JAUME BLANCHART, DE	Passatge Blanchart
PJ BONVEHI DE	Passatge Bonvehi
PJ CA N'ALÒS, DE	Passatge Ca n'Alòs, de
PJ CANALEJAS DE	Passatge Canalejas
PJ CAN POLITIC DE	Passatge Casa Politic
PJ CEMENTIRI DEL	Passatge Cementiri del
PJ COLOM DE	Passatge Colom
PJ CONCEPCIO DE LA	Passatge Concepció
PJ COSTA DE	Passatge Costa
PJ OLIVERAS D'	Passatge D'Oliveras
PJ DOS	Passatge Dos
PJ GUILERA DE	Passatge Guilera de
PJ JANSANA DE	Passatge Jansana de
PJ LLUNAS DE	Passatge Llunas de
PJ MATAS, DE	Passatge Matas, de
PJ MINER	Passatge Miner
PJ PAQUITA DE	Passatge Paquita de
PJ PIERA DE	Passatge Piera de
PJ PONS DE	Passatge Pons
PJ RIUS DE	Passatge Rius de
PJ CAN XERRICO, DE	Passatge de Can Xerricó
PJ LLOPIS DE	Passatge de Llopis
PJ XIPRER DEL	Passatge de Llopis
PJ MILANS DE	Passatge de Millans
PJ SALVADORS DE	Passatge de Salvadors
PJ PAU DE LA	Passatge de la Pau
PJ RECTORIA DE LA	Passatge de la Rectoria
PL BLAS INFANTE DE	Plaça Blas Infante
PL BLOCS FLORIDA	Plaça Blocs Florida
PZ CAN COLOM, DE	Plaça Can Colom, de
PZ ESPANYOLA	Plaça Espanyola
PL GUERNICA DE	Plaça Guernica
PL JOSEP BORDONAU I BALAGUER	Plaça Josep Bordonau
PZ MILAGROS CONSARNAU SABATE	Plaça Milagros Consarnau Sabate
PL PIRINEUS DELS	Plaça Pirineus
PZ PUIG I GAIRALT, DE	Plaça Puig I Gairalt, de
PL SANT JORDI DE	Plaça Sant Jordi
PZ UNICEF DE L'	Plaça Unicef de l'
PL EIVISSA D'	Plaça d'Eivissa
PZ EUROPA, D'	Plaça d'Europa
PL FRANCESC MACIA	Plaça de Francesc Macià i Llussà
PL MOSSEN HOMAR DE	Plaça de Mossèn Homar
PL AJUNTAMENT DE L'	Plaça de l'Ajuntament
PZ CULTURA DE LA	Plaça de la Cultura
PL MARE DEU DEL PILAR	Plaça de la Mare de Deu del Pilar
PZ MARE DEU DE MONTSERRAT	Plaça de la Mare de Déu de Montserrat
PZ PUBILLA CASES, DE LA	Plaça de la Pubilla Cases
PL MESTRE CLAVE DEL	Plaça del Mestre Clavé
PL REPARTIDOR DEL	Plaça del Repartidor
PL ALZINA DE L'	Polígon Alzina de l'
PL CADI DEL	Polígon Cadi del
PL CIRERER	Polígon Cirerer
PL CONSTITUCIO DE LA	Polígon Constitucio de la
PL LLIBERTAT DE LA	Polígon Llibertat de la
PL PIUS XII DE	Polígon Pius Xii de
PL PROVENCANA DE	Polígon Provencana de
PL REMUNTA DE LA	Polígon Remunta de la
RB CATALANA	Rambla Catalana
RB JUST OLIVERAS DE	Rambla de Just Oliveras
RB MARINA DE LA	Rambla de la Marina
CL RIERA BLANCA DE LA	Riera Blanca
CL RIERA DE LA CREU DE LA	Riera de la Creu
RD RONDA DE DALT	Ronda de Dalt
RD TORRASSA DE LA	Ronda de la Torrassa
RD VIA DE LA	Ronda de la Via
CL SANT FRANCESC XAVIER DE	Sant Francesc Xavier
TO CAN NYAC	Torrent Can Nyac
CL TRAVESSERA DE COLLBLANC	Travessera de Collblanc
CL CORTS, TRAVESSERA DE LES	Travessera de les Corts
CL TRAVESSIA INDUSTRIAL	Travessia Industrial
UR CANYET DEL	Urbanització del Canyet
VI ENLLAC D'	Vi Enllac d'
CL RIERA L'ESCORXADOR DE LA	carrer Riera de l'Escorxador
